"kato"	"ab"	"cd"	"ef"	"hij"	"k"	"name__kk"	"name__ru"	"nn"
"234859122"	"23"	"48"	"59"	"122"	"2"	"Мансұр а."	"с.Мансур"	""
"234859123"	"23"	"48"	"59"	"123"	"2"	"Мұқаш а."	"с.Мукаш"	""
"234859124"	"23"	"48"	"59"	"124"	"2"	"Ойтақ а."	"с.Ойтак"	""
"234859125"	"23"	"48"	"59"	"125"	"2"	"Омар 1 а."	"с.Омар 1"	""
"234859126"	"23"	"48"	"59"	"126"	"2"	"Омар 2 а."	"с.Омар 2"	""
"234859127"	"23"	"48"	"59"	"127"	"2"	"Сәрсенбай а."	"с.Сарсенбай"	""
"234859128"	"23"	"48"	"59"	"128"	"2"	"Сарыкөжек а."	"с.Сарыкожек"	""
"234859129"	"23"	"48"	"59"	"129"	"2"	"Тайлақбай а."	"с.Тайлакбай"	""
"234859131"	"23"	"48"	"59"	"131"	"2"	"Талдықұм а."	"с.Талдыкум"	""
"234859132"	"23"	"48"	"59"	"132"	"2"	"Шөлдербай а."	"с.Шолдербай"	""
"234859133"	"23"	"48"	"59"	"133"	"2"	"Ысқақ ж."	"отг.Искак"	""
"235200000"	"23"	"52"	"00"	"000"	"2"	"Мақат ауданы"	"Макатский район"	"07"
"235230000"	"23"	"52"	"30"	"000"	"2"	"Мақат к.ә."	"Макатская п.а."	""
"235230100"	"23"	"52"	"30"	"100"	"2"	"Мақат к."	"п.Макат"	""
"235231000"	"23"	"52"	"31"	"000"	"2"	"Бәйгетөбе а.о."	"Байгетобинский с.о."	""
"235231100"	"23"	"52"	"31"	"100"	"2"	"Бәйгетөбе а."	"с.Байгетобе"	""
"235231200.0"	"23"	"52"	"31"	"200.0"	"2"	"Ескене а."	"с.Ескене"	""
"235235000"	"23"	"52"	"35"	"000"	"2"	"Доссор к.ә."	"Доссорская п.а."	""
"235235100"	"23"	"52"	"35"	"100"	"2"	"Доссор к."	"п.Доссор"	""
"235600000"	"23"	"56"	"00"	"000"	"2"	"Махамбет ауданы"	"Махамбетский район"	"08"
"235630000"	"23"	"56"	"30"	"000"	"2"	"Махамбет а.о."	"Махамбетский с.о."	""
"235630100"	"23"	"56"	"30"	"100"	"2"	"Махамбет а."	"с.Махамбет"	""
"235630400"	"23"	"56"	"30"	"400"	"2"	"Сарытоғай а."	"с.Сарытогай"	""
"235633000"	"23"	"56"	"33"	"000"	"2"	"Ақжайық а.о."	"Акжаиыкский с.о."	""
"235633100"	"23"	"56"	"33"	"100"	"2"	"Ақжайық а."	"с.Акжайык"	""
"235634000"	"23"	"56"	"34"	"000"	"2"	"Ақтоғай а.о."	"Актогайский с.о."	""
"235634100"	"23"	"56"	"34"	"100"	"2"	"Ақтоғай а."	"с.Актогай"	""
"235634200"	"23"	"56"	"34"	"200"	"2"	"Балаораза а."	"с.Бала Ораза"	""
"235634300"	"23"	"56"	"34"	"300"	"2"	"Кеңөріс а."	"с.Кенорис"	""
"235634500"	"23"	"56"	"34"	"500"	"2"	"Өтешқали Атамбаев а."	"с.Отешкали Атамбаева"	""
"235635000"	"23"	"56"	"35"	"000"	"2"	"Алға а.о."	"Алгинский с.о."	""
"235635100"	"23"	"56"	"35"	"100"	"2"	"Алға а."	"с.Алга"	""
"235637000"	"23"	"56"	"37"	"000"	"2"	"Алмалы а.о."	"Алмалинский с.о."	""
"235637100"	"23"	"56"	"37"	"100"	"2"	"Алмалы а."	"с.Алмалы"	""
"235637200"	"23"	"56"	"37"	"200"	"2"	"Береке а."	"с.Береке"	""
"235639000"	"23"	"56"	"39"	"000"	"2"	"Бақсай а.о."	"Баксайский с.о."	""
"235639100"	"23"	"56"	"39"	"100"	"2"	"Таңдай а."	"с.Тандай"	""
"235639200"	"23"	"56"	"39"	"200"	"2"	"Есмахан а."	"с.Есмахан"	""
"235639300"	"23"	"56"	"39"	"300"	"2"	"Көздіқора а."	"с.Коздикора"	""
"235639400"	"23"	"56"	"39"	"400"	"2"	"Томан а."	"с.Томан"	""
"235643000"	"23"	"56"	"43"	"000"	"2"	"Есбол а.о."	"Есбольский с.о."	""
"235643100"	"23"	"56"	"43"	"100"	"2"	"Ортақшыл а."	"с.Ортакшыл"	""
"235643200"	"23"	"56"	"43"	"200"	"2"	"Еңбекшіл а."	"с.Енбекшил"	""
"235643300"	"23"	"56"	"43"	"300"	"2"	"Есбол а."	"с.Есбол"	""
"235645000"	"23"	"56"	"45"	"000"	"2"	"Жалғансай а.о."	"Жалгансайский с.о."	""
"235645100"	"23"	"56"	"45"	"100"	"2"	"Жалғансай а."	"с.Жалгансай"	""
"235649000"	"23"	"56"	"49"	"000"	"2"	"Сарыайшық а.о."	"Сарайчиковский с.о."	""
"235649100"	"23"	"56"	"49"	"100"	"2"	"Сарыайшық а."	"с.Сарайчик"	""
"235649200"	"23"	"56"	"49"	"200"	"2"	"Ескі Сарыайшық а."	"с.Старый Сарайчик"	""
"235655000"	"23"	"56"	"55"	"000"	"2"	"Бейбарыс а.о."	"с.о. Бейбарыс"	""
"235655100"	"23"	"56"	"55"	"100"	"2"	"Бейбарыс а."	"с.Бейбарыс"	""
"235655107"	"23"	"56"	"55"	"107"	"2"	"Қызылжар а."	"с.Кызылжар"	""
"235655500"	"23"	"56"	"55"	"500"	"2"	"Талдыкөл а."	"с.Талдыколь"	""
"235655600"	"23"	"56"	"55"	"600"	"2"	"Аққайың а."	"с. Аккайын"	""
"270000000"	"27"	"00"	"00"	"000"	"0"	"Батыс Қазақстан облысы"	"Западно-Казахстанская область"	"00"
"271000000"	"27"	"10"	"00"	"000"	"3"	"Орал Қ.Ә."	"Уральск Г.А."	"01"
"271000200"	"27"	"10"	"00"	"200"	"1"	"Дерқұл к."	"п.Деркул"	""
"271000400"	"27"	"10"	"00"	"400"	"2"	"Кордон а."	"с.Кордон"	""
"271000700"	"27"	"10"	"00"	"700"	"2"	"Ливкино а."	"с.Ливкино"	""
"271000800"	"27"	"10"	"00"	"800"	"2"	"Маштаково а."	"с.Маштаково"	""
"271010000"	"27"	"10"	"10"	"000"	"1"	"Орал қ."	"г.Уральск"	""
"271034000"	"27"	"10"	"34"	"000"	"2"	"Желаево  а.о."	"Желаевский с.о."	""
"271034100"	"27"	"10"	"34"	"100"	"2"	"Желаево а."	"с.Желаево"	""
"271035000"	"27"	"10"	"35"	"000"	"3"	"Зачаганск к.ә."	"Зачаганская п.а."	""
"271035100"	"27"	"10"	"35"	"100"	"1"	"Зачаганск к."	"п.Зачаганск"	""
"271035800"	"27"	"10"	"35"	"800"	"2"	"Меловые Горки а."	"с.Меловые Горки"	""
"271039000"	"27"	"10"	"39"	"000"	"3"	"Круглоозерное к.ә."	"Круглоозерновская п.а."	""
"271039100"	"27"	"10"	"39"	"100"	"1"	"Круглоозерное к."	"п.Круглоозерное"	""
"271039900"	"27"	"10"	"39"	"900"	"2"	"Серебряков а."	"с.Серебряково"	""
"273200000"	"27"	"32"	"00"	"000"	"2"	"Ақжайық ауданы"	"Акжаикский район"	"02"
"273230000"	"27"	"32"	"30"	"000"	"2"	"Чапаев а.о."	"Чапаевский с.о."	""
"273230100"	"27"	"32"	"30"	"100"	"2"	"Чапаев а."	"с.Чапаев"	""
"273230102"	"27"	"32"	"30"	"102"	"2"	"Аюлы орманшаруашылығы"	"Медвежье лесничество"	""
"273230103"	"27"	"32"	"30"	"103"	"2"	"Мұнайбазасы"	"Hефтебаза"	""
"273230400"	"27"	"32"	"30"	"400"	"2"	"Жайық а."	"с.Жайык"	""
"273230402"	"27"	"32"	"30"	"402"	"2"	"Феофаново 2 а."	"с.Феофаново 2"	""
"273233000"	"27"	"32"	"33"	"000"	"2"	"Ақжол а.о."	"Акжолский с.о."	""
"273233100"	"27"	"32"	"33"	"100"	"2"	"Ілбішін а."	"с.Лбищенское"	""
"273233102"	"27"	"32"	"33"	"102"	"2"	"Қарша а."	"с.Карша"	""
"273233200"	"27"	"32"	"33"	"200"	"2"	"Битілеу а."	"с.Битилеу"	""
"273233202"	"27"	"32"	"33"	"202"	"2"	"Жайлыбай а."	"с.Жайлыбай"	""
"273233203"	"27"	"32"	"33"	"203"	"2"	"Жұбаната а."	"с.Жубаната"	""
"273233205"	"27"	"32"	"33"	"205"	"2"	"Сапарғали а."	"с.Сапаргали"	""
"273233300"	"27"	"32"	"33"	"300"	"2"	"Қабыл а."	"с.Кабыл"	""
"273233303"	"27"	"32"	"33"	"303"	"2"	"Бикет 2 а."	"с.Бикет 2"	""
"273233304"	"27"	"32"	"33"	"304"	"2"	"Қәбдеш а."	"с.Кабдеш"	""
"273233306"	"27"	"32"	"33"	"306"	"2"	"Сұлтанкөл а."	"с.Султанколь"	""
"273233307"	"27"	"32"	"33"	"307"	"2"	"Молқұдық 1 а."	"с.Молкудык 1"	""
"273233308"	"27"	"32"	"33"	"308"	"2"	"Молқұдық 2 а."	"с.Молкудык 2"	""
"273233309"	"27"	"32"	"33"	"309"	"2"	"Мұрагер а."	"с.Мурагер"	""
"273233311"	"27"	"32"	"33"	"311"	"2"	"Темірастау а."	"с.Темирастау"	""
"273233400"	"27"	"32"	"33"	"400"	"2"	"Тінәлі а."	"с.Тинали"	""
"273233402"	"27"	"32"	"33"	"402"	"2"	"Ақүй а."	"с.Акуй"	""
"273233403"	"27"	"32"	"33"	"403"	"2"	"Алқап а."	"с.Алкап"	""
"273233404"	"27"	"32"	"33"	"404"	"2"	"Ащықұдық а."	"с.Ашикудык"	""
"273233405"	"27"	"32"	"33"	"405"	"2"	"Битілеу а."	"с.Битилеу"	""
"273233406"	"27"	"32"	"33"	"406"	"2"	"Нигмет а."	"с.Hигмет"	""
"273233407"	"27"	"32"	"33"	"407"	"2"	"Иманғали а."	"с.Имангали"	""
"273233408"	"27"	"32"	"33"	"408"	"2"	"Кеңтүбек 1 а."	"с.Кентубек 1"	""
"273233409"	"27"	"32"	"33"	"409"	"2"	"Кеңтүбек 2 а."	"с.Кентубек 2"	""
"273233411"	"27"	"32"	"33"	"411"	"2"	"Қайыржан ж."	"отг.Кайыржан"	""
"273233412"	"27"	"32"	"33"	"412"	"2"	"Қосауыз а."	"с.Косауыз"	""
"273233413"	"27"	"32"	"33"	"413"	"2"	"Мәжит а."	"с.Мажит"	""
"273233415"	"27"	"32"	"33"	"415"	"2"	"Садық а."	"с.Садык"	""
"273235000"	"27"	"32"	"35"	"000"	"2"	"Ақсуат а.о"	"Аксуатский с.о"	""
"273235100"	"27"	"32"	"35"	"100"	"2"	"Ақсуат а."	"с.Аксуат"	""
"273235102"	"27"	"32"	"35"	"102"	"2"	"Алтынбек а."	"с.Алтынбек"	""
"273235103"	"27"	"32"	"35"	"103"	"2"	"Бақшақұдық а."	"с.Бакшакудук"	""
"273235104"	"27"	"32"	"35"	"104"	"2"	"Грищенко а."	"с.Грищенко"	""
"273235105"	"27"	"32"	"35"	"105"	"2"	"Сахарный алхат"	"Сахарный алхат"	""
"273235200"	"27"	"32"	"35"	"200"	"2"	"Ақбұлақ а."	"с.Акбулак"	""
"273235203"	"27"	"32"	"35"	"203"	"2"	"Жагөр а."	"с.Жагор"	""
"273235204"	"27"	"32"	"35"	"204"	"2"	"Найза а."	"с.Hайза"	""
"273237000"	"27"	"32"	"37"	"000"	"2"	"Алғабас а.о."	"Алгабасский с.о."	""
"273237100"	"27"	"32"	"37"	"100"	"2"	"Алғабас а."	"с.Алгабас"	""
"273237200"	"27"	"32"	"37"	"200"	"2"	"Бесоба а."	"с.Бесоба"	""
"273237203"	"27"	"32"	"37"	"203"	"2"	"Железнов а."	"с.Железнов"	""
"273237204"	"27"	"32"	"37"	"204"	"2"	"Мосыағаш а."	"с.Мосагаш"	""
"273237205"	"27"	"32"	"37"	"205"	"2"	"Новый Пашкин а."	"с.Hовый Пашкин"	""
"273237206"	"27"	"32"	"37"	"206"	"2"	"Пашкин а."	"с.Пашкин"	""
"273237208"	"27"	"32"	"37"	"208"	"2"	"Чукалин а."	"с.Чукалин"	""
"273237300"	"27"	"32"	"37"	"300"	"2"	"Тегісжол а."	"с.Тегисжол"	""
"273237302"	"27"	"32"	"37"	"302"	"2"	"Ақшелек а."	"с.Акшелек"	""
"273237303"	"27"	"32"	"37"	"303"	"2"	"Алабайтал а."	"с.Алабайтал"	""
"273237304"	"27"	"32"	"37"	"304"	"2"	"Жаңаорын а."	"с.Жанаорын"	""
"273237305"	"27"	"32"	"37"	"305"	"2"	"Комсомольск а."	"с.Комсомольск"	""
"273237306"	"27"	"32"	"37"	"306"	"2"	"Қызылүй а."	"с.Кызылуй"	""
"273237307"	"27"	"32"	"37"	"307"	"2"	"Қызыливан а."	"с.Кызыливан"	""
"273237308"	"27"	"32"	"37"	"308"	"2"	"Малый Горбунов а."	"с.Малый Горбунов"	""
"273237309"	"27"	"32"	"37"	"309"	"2"	"Нагибин а."	"с.Hагибин"	""
"273237312"	"27"	"32"	"37"	"312"	"2"	"Недопекин а."	"с.Hедопекин"	""
"273237313"	"27"	"32"	"37"	"313"	"2"	"Сансызбай а."	"с.Сансызбай"	""
"273237314"	"27"	"32"	"37"	"314"	"2"	"Сутягин а."	"с.Сутягин"	""
"273237400"	"27"	"32"	"37"	"400"	"2"	"Қарағай а."	"с.Карагай"	""
"273237402"	"27"	"32"	"37"	"402"	"2"	"Бесауыл"	"Бесаул"	""
"273237404"	"27"	"32"	"37"	"404"	"2"	"Карпов а."	"с.Карпов"	""
"273237405"	"27"	"32"	"37"	"405"	"2"	"Қосқұдық а."	"с.Коскудык"	""
"273237406"	"27"	"32"	"37"	"406"	"2"	"Тәжірибе стансасы"	"Опытная станция"	""
"273237407"	"27"	"32"	"37"	"407"	"2"	"Сарыкөл а."	"с.Сарыколь"	""
"273237408"	"27"	"32"	"37"	"408"	"2"	"Скоробогатов а."	"с.Скоробогатов"	""
"273237409"	"27"	"32"	"37"	"409"	"2"	"Стольников а."	"с.Стольников"	""
"273237500"	"27"	"32"	"37"	"500"	"2"	"Жаңажол а."	"с.Жанажол"	""
"273237502"	"27"	"32"	"37"	"502"	"2"	"Азовское а."	"с.Азовское"	""
"273237600"	"27"	"32"	"37"	"600"	"2"	"Тоған а."	"с.Тоган"	""
"273237605"	"27"	"32"	"37"	"605"	"2"	"Казлакрица қосшар"	"Подхоз Казлакрица"	""
"273237607"	"27"	"32"	"37"	"607"	"2"	"Тальян алмабағы"	"Яблочный сад Тальян"	""
"273239000"	"27"	"32"	"39"	"000"	"2"	"Алмалы а.о."	"Алмалинский с.о."	""
"273239100"	"27"	"32"	"39"	"100"	"2"	"Алмалы а."	"с.Алмалы"	""
"273239103"	"27"	"32"	"39"	"103"	"2"	"Большой а."	"с.Большой"	""
"273239105"	"27"	"32"	"39"	"105"	"2"	"Круглый а."	"с.Круглый"	""
"273239106"	"27"	"32"	"39"	"106"	"2"	"Қоскөл а."	"с.Косколь"	""
"273239107"	"27"	"32"	"39"	"107"	"2"	"Лиман 49 а."	"с.Лиман 49"	""
"273239200"	"27"	"32"	"39"	"200"	"2"	"Атамекен а."	"с.Атамекен"	""
"273239203"	"27"	"32"	"39"	"203"	"2"	"Астау а."	"с.Астау"	""
"273239207"	"27"	"32"	"39"	"207"	"2"	"Мантық а."	"с.Мантык"	""
"273239208"	"27"	"32"	"39"	"208"	"2"	"Найза а."	"с.Hайза"	""
"273239209"	"27"	"32"	"39"	"209"	"2"	"Мұнайбарлау"	"Hефтеразведка"	""
"273239212"	"27"	"32"	"39"	"212"	"2"	"Лиман 46 а."	"с.Лиман 46"	""
"273239300"	"27"	"32"	"39"	"300"	"2"	"Жантемір а."	"с.Жантемир"	""
"273239302"	"27"	"32"	"39"	"302"	"2"	"Арен а."	"с.Арен"	""
"273239303"	"27"	"32"	"39"	"303"	"2"	"Агафия а."	"с.Агафия"	""
"273239305"	"27"	"32"	"39"	"305"	"2"	"Бескүтір а."	"с.Бескутур"	""
"273239311"	"27"	"32"	"39"	"311"	"2"	"Майтөбе а."	"с.Майтобе"	""
"273239313"	"27"	"32"	"39"	"313"	"2"	"Томарқұдық а."	"с.Томаркудык"	""
"273239314"	"27"	"32"	"39"	"314"	"2"	"Саржала а."	"с.Саржала"	""
"273243000"	"27"	"32"	"43"	"000"	"2"	"Базартөбе а.о."	"Базартобинский с.о."	""
"273243100"	"27"	"32"	"43"	"100"	"2"	"Базартөбе а."	"с.Базартобе"	""
"273243105"	"27"	"32"	"43"	"105"	"2"	"Қарабек а."	"с.Карабек"	""
"273243106"	"27"	"32"	"43"	"106"	"2"	"Құдияр а."	"с.Кудияр"	""
"273243200"	"27"	"32"	"43"	"200"	"2"	"Қадырқұл а."	"с.Кадыркул"	""
"273243202"	"27"	"32"	"43"	"202"	"2"	"Жыра а."	"с.Жыра"	""
"273243203"	"27"	"32"	"43"	"203"	"2"	"Елтай а."	"с.Елтай"	""
"273243204"	"27"	"32"	"43"	"204"	"2"	"Көшербайтөбе а."	"с.Кошербайтобе"	""
"273243205"	"27"	"32"	"43"	"205"	"2"	"Қарамола а."	"с.Карамола"	""
"273243206"	"27"	"32"	"43"	"206"	"2"	"Сексен 1 а."	"с.Сексен 1"	""
"273243207"	"27"	"32"	"43"	"207"	"2"	"Сексен 2 а."	"с.Сексен 2"	""
"273243300"	"27"	"32"	"43"	"300"	"2"	"Қызылжар а."	"с.Кызылжар"	""
"273243302"	"27"	"32"	"43"	"302"	"2"	"Балапан а."	"с.Балапан"	""
"273245000"	"27"	"32"	"45"	"000"	"2"	"Базаршолан а.о."	"Базаршоланский с.о."	""
"273245100"	"27"	"32"	"45"	"100"	"2"	"Базаршолан а."	"с.Базаршолан"	""
"273245200"	"27"	"32"	"45"	"200"	"2"	"Есім а."	"с.Есим"	""
"273245202"	"27"	"32"	"45"	"202"	"2"	"Ақжайық а."	"с.Акжайык"	""
"273245203"	"27"	"32"	"45"	"203"	"2"	"Ақмешіт а."	"с.Акмешит"	""
"273245204"	"27"	"32"	"45"	"204"	"2"	"Байбарақ а."	"с.Байбарак"	""
"273245208"	"27"	"32"	"45"	"208"	"2"	"Жаңақұдық а."	"с.Жанакудык"	""
"273245209"	"27"	"32"	"45"	"209"	"2"	"Кәріқұдық а."	"с.Карикудык"	""
"273245211"	"27"	"32"	"45"	"211"	"2"	"Қалдыбай а."	"с.Калдыбай"	""
"273245213"	"27"	"32"	"45"	"213"	"2"	"Қызылой а."	"с.Кызылой"	""
"273245216"	"27"	"32"	"45"	"216"	"2"	"Төлеке а."	"с.Толеке"	""
"273245218"	"27"	"32"	"45"	"218"	"2"	"Сәнияахмет а."	"с.Санияахмет"	""
"273245300"	"27"	"32"	"45"	"300"	"2"	"Жаманқұдық а."	"с.Жаманкудук"	""
"273245313"	"27"	"32"	"45"	"313"	"2"	"Ізбасар а."	"с.Избасар"	""
"273245500"	"27"	"32"	"45"	"500"	"2"	"Баянтөбе а."	"с.Баянтобе"	""
"273247000"	"27"	"32"	"47"	"000"	"2"	"Бударин а.о."	"Бударинский с.о."	""
"273247100"	"27"	"32"	"47"	"100"	"2"	"Бударино а."	"с.Бударино"	""
"273247102"	"27"	"32"	"47"	"102"	"2"	"Аманжол а."	"с.Аманжол"	""
"273247103"	"27"	"32"	"47"	"103"	"2"	"Байбұз а."	"с.Байбуз"	""
"273247105"	"27"	"32"	"47"	"105"	"2"	"Қабыршақты а."	"с.Кабыршакты"	""
"273247200"	"27"	"32"	"47"	"200"	"2"	"Самал а."	"с.Самал"	""
"273247202"	"27"	"32"	"47"	"202"	"2"	"Ақжайық а."	"с.Акжайык"	""
"273247203"	"27"	"32"	"47"	"203"	"2"	"Қазиолла а."	"с.Казиолла"	""
"273247204"	"27"	"32"	"47"	"204"	"2"	"Мұнай құбыры"	"Hефтепровод"	""
"273247205"	"27"	"32"	"47"	"205"	"2"	"Үшкемпір а."	"с.Ушкемпир"	""
"273247300"	"27"	"32"	"47"	"300"	"2"	"Коловертное а."	"с.Коловертное"	""
"273247302"	"27"	"32"	"47"	"302"	"2"	"Атырау а."	"с.Атырау"	""
"273247303"	"27"	"32"	"47"	"303"	"2"	"Киров гидроторабы"	"Кировский гидроузел"	""
"273247304"	"27"	"32"	"47"	"304"	"2"	"Бөгеуіл"	"Пикет"	""
"273247306"	"27"	"32"	"47"	"306"	"2"	"Изым а."	"с.Изым"	""
"273249000"	"27"	"32"	"49"	"000"	"2"	"Есенсай а.о."	"Есенсайский с.о."	""
"273249100"	"27"	"32"	"49"	"100"	"2"	"Есенсай а."	"с.Есенсай"	""
"273249300"	"27"	"32"	"49"	"300"	"2"	"Кеңсуат а."	"с.Кенсуат"	""
"273249304"	"27"	"32"	"49"	"304"	"2"	"Жақаш а."	"с.Жакаш"	""
"273249305"	"27"	"32"	"49"	"305"	"2"	"Катон а."	"с.Катон"	""
"273249400"	"27"	"32"	"49"	"400"	"2"	"Тасоба а."	"с.Тасоба"	""
"273249402"	"27"	"32"	"49"	"402"	"2"	"Алтықора а."	"с.Алтыкора"	""
"273249403"	"27"	"32"	"49"	"403"	"2"	"Боранбай а."	"с.Боранбай"	""
"273249404"	"27"	"32"	"49"	"404"	"2"	"Тама а."	"с.Тама"	""
"273249405"	"27"	"32"	"49"	"405"	"2"	"Түлепкүл а."	"с.Тулепкул"	""
"273255000"	"27"	"32"	"55"	"000"	"2"	"Жамбыл а.о."	"Жамбылский с.о."	""
"273255100"	"27"	"32"	"55"	"100"	"2"	"Жамбыл а."	"с.Жамбыл"	""
"273255102"	"27"	"32"	"55"	"102"	"2"	"Балауса а."	"с.Балауса"	""
"273255200"	"27"	"32"	"55"	"200"	"2"	"Үштөбе а."	"с.""Үштөбе"""	""
"273255202"	"27"	"32"	"55"	"202"	"2"	"Ақкөл а."	"с.Акколь"	""
"273255204"	"27"	"32"	"55"	"204"	"2"	"Жыланды а."	"с.Жыланды"	""
"273255206"	"27"	"32"	"55"	"206"	"2"	"Қаратон а."	"с.Каратон"	""
"273255207"	"27"	"32"	"55"	"207"	"2"	"Қызылағаш а."	"с.Кызылагаш"	""
"273255400"	"27"	"32"	"55"	"400"	"2"	"Бітік а."	"с.Битик"	""
"273255402"	"27"	"32"	"55"	"402"	"2"	"Нарөлген а."	"с.Hаролген"	""
"273255403"	"27"	"32"	"55"	"403"	"2"	"Асылтұқымды атқора"	"Племконюшня"	""
"273255404"	"27"	"32"	"55"	"404"	"2"	"Қосшар"	"Подхоз"	""
"273255405"	"27"	"32"	"55"	"405"	"2"	"Сейітжанқұдық а."	"с.Сейтжанкудык"	""
"273255500"	"27"	"32"	"55"	"500"	"2"	"Дөңгелек а."	"с.Донгелек"	""
"273255505"	"27"	"32"	"55"	"505"	"2"	"Қосалқыстанса"	"Подстанция"	""
"273257000"	"27"	"32"	"57"	"000"	"2"	"Жаңабұлақ а.о."	"Жанабулакский с.о."	""
"273257100"	"27"	"32"	"57"	"100"	"2"	"Жаңабұлақ а."	"с.Жанабулак"	""
"273257102"	"27"	"32"	"57"	"102"	"2"	"Әбілсай а."	"с.Абилсай"	""
"273257103"	"27"	"32"	"57"	"103"	"2"	"Бітік су қоймасы а."	"с.Битикский водохранилище"	""
"273257104"	"27"	"32"	"57"	"104"	"2"	"Егер а."	"с.Егер"	""
"273257105"	"27"	"32"	"57"	"105"	"2"	"Железнов а."	"с.Железнов"	""
"273257106"	"27"	"32"	"57"	"106"	"2"	"Иванаев а."	"с.Иванаев"	""
"273257107"	"27"	"32"	"57"	"107"	"2"	"Карташов а."	"с.Карташов"	""
"273257108"	"27"	"32"	"57"	"108"	"2"	"Майтөбе а."	"с.Майтобе"	""
"273257109"	"27"	"32"	"57"	"109"	"2"	"Песок а."	"с.Песок"	""
"273257111"	"27"	"32"	"57"	"111"	"2"	"Песчанный а."	"с.Песчанный"	""
"273257112"	"27"	"32"	"57"	"112"	"2"	"Тасқұдық а."	"с.Таскудык"	""
"273257113"	"27"	"32"	"57"	"113"	"2"	"Туренино а."	"с.Туренино"	""
"273257114"	"27"	"32"	"57"	"114"	"2"	"Чернышов а."	"с.Чернышов"	""
"273257115"	"27"	"32"	"57"	"115"	"2"	"Факей а."	"с.Факей"	""
"273257200"	"27"	"32"	"57"	"200"	"2"	"Қосшығыр а."	"с.Косшыгыр"	""
"273257205"	"27"	"32"	"57"	"205"	"2"	"Чесноков а."	"с.Чесноков"	""
"273259000"	"27"	"32"	"59"	"000"	"2"	"Қабыршақта а.о."	"Кабыршактинский с.о."	""
"273259100"	"27"	"32"	"59"	"100"	"2"	"Первомай а."	"с.Первомай"	""
"273259104"	"27"	"32"	"59"	"104"	"2"	"Пиунов а."	"с.Пиунов"	""
"273259105"	"27"	"32"	"59"	"105"	"2"	"Птичник а."	"с.Птичник"	""
"273263000"	"27"	"32"	"63"	"000"	"2"	"Қарауылтөбе а.о."	"Карауылтобинский с.о."	""
"273263100"	"27"	"32"	"63"	"100"	"2"	"Қарауылтөбе а."	"с.Карауылтобе"	""
"273263104"	"27"	"32"	"63"	"104"	"2"	"Бөдір а."	"с.Бодир"	""
"273263105"	"27"	"32"	"63"	"105"	"2"	"Игілік а."	"с.Игилик"	""
"273263106"	"27"	"32"	"63"	"106"	"2"	"Орысбай а."	"с.Орысбай"	""
"273263108"	"27"	"32"	"63"	"108"	"2"	"Коммунизм а."	"с.Коммунизм"	""
"273263112"	"27"	"32"	"63"	"112"	"2"	"Қызылжар а."	"с.Кызылжар"	""
"273263113"	"27"	"32"	"63"	"113"	"2"	"Саршымақ а."	"с.Саршымак"	""
"273263114"	"27"	"32"	"63"	"114"	"2"	"Төре а."	"с.Торе"	""
"273263115"	"27"	"32"	"63"	"115"	"2"	"Экспедиция"	"Экспедиция"	""
"273263300"	"27"	"32"	"63"	"300"	"2"	"Қырыққұдық а."	"с.Кырыккудук"	""
"273264000"	"27"	"32"	"64"	"000"	"2"	"Көнеккеткен а.о."	"Конеккеткенский с.о."	""
"273264100"	"27"	"32"	"64"	"100"	"2"	"Көнеккеткен а."	"с.Конеккеткен"	""
"273264103"	"27"	"32"	"64"	"103"	"2"	"Жанияр а."	"с.Жанияр"	""
"273264104"	"27"	"32"	"64"	"104"	"2"	"Қайбас а."	"с.Кайбас"	""
"273264105"	"27"	"32"	"64"	"105"	"2"	"Қарамектеп а."	"с.Карамектеп"	""
"273264106"	"27"	"32"	"64"	"106"	"2"	"Қызылақырап а."	"с.Кызылакрап"	""
"273264200"	"27"	"32"	"64"	"200"	"2"	"Қамыстыкөл а."	"с.Камыстыколь"	""
"273264202"	"27"	"32"	"64"	"202"	"2"	"Ақтөбе а."	"с.Актобе"	""
"273264203"	"27"	"32"	"64"	"203"	"2"	"Қызылжар а."	"с.Кызылжар"	""
"273265000"	"27"	"32"	"65"	"000"	"2"	"Қурайлысай а.о."	"Курайлысайский с.о."	""
"273265100"	"27"	"32"	"65"	"100"	"2"	"Жұбан Молдағалиев а."	"с.Жубана Молдагалиева"	""
"273265200"	"27"	"32"	"65"	"200"	"2"	"Әтібек а."	"с.Атибек"	""
"273265300"	"27"	"32"	"65"	"300"	"2"	"Сайқұдық а."	"с.Сайкудук"	""
"273265303"	"27"	"32"	"65"	"303"	"2"	"Айтжан а."	"с.Айтжан"	""
"273267000"	"27"	"32"	"67"	"000"	"2"	"Мерген а.о."	"Мергеневский с.о."	""
"273267100"	"27"	"32"	"67"	"100"	"2"	"Мерген а."	"с.Мергенево"	""
"273267102"	"27"	"32"	"67"	"102"	"2"	"Ащықұдық а."	"с.Ашыкудук"	""
"273267103"	"27"	"32"	"67"	"103"	"2"	"Дініш а."	"с.Диниш"	""
"273267107"	"27"	"32"	"67"	"107"	"2"	"Мұқанқұдық а."	"с.Муканкудук"	""
"273267109"	"27"	"32"	"67"	"109"	"2"	"Ниетқали а."	"с.Hиеткали"	""
"273267111"	"27"	"32"	"67"	"111"	"2"	"Саралжын а."	"с.Саралжын"	""
